NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	SH2D1A	Sh2d1a	4	0.36161643266677856	0.090021454	Yes	
row_1	XCL1	Xcl1	11	0.32624733448028564	0.16991328	Yes	
row_2	KLRD1	Klrd1	13	0.3197377026081085	0.25091475	Yes	
row_3	KLRK1	Klrk1	18	0.2917720079421997	0.323121	Yes	
row_4	TBX21	Tbx21	25	0.2525368928909302	0.3842115	Yes	
row_5	SLAMF6	Slamf6	29	0.24575039744377136	0.44523302	Yes	
row_6	CD160	Cd160	54	0.19266732037067413	0.48108026	Yes	
row_7	SCIMP	Scimp	87	0.15873141586780548	0.5038394	Yes	
row_8	PTPRC	Ptprc	103	0.14688009023666382	0.53299385	Yes	
row_9	MALT1	Malt1	120	0.1353452354669571	0.5586521	Yes	
row_10	TGFB1	Tgfb1	149	0.11686088144779205	0.5729473	Yes	
row_11	STAP1	Stap1	169	0.10694723576307297	0.58970004	Yes	
row_12	DDX58	Ddx58	239	0.08532213419675827	0.57323605	No	
row_13	F2RL1	F2rl1	261	0.07858030498027802	0.58164513	No	
row_14	ZBTB1	Zbtb1	332	0.060398053377866745	0.55826974	No	
row_15	LAG3	Lag3	345	0.058052752166986465	0.566429	No	
row_16	PVR	Pvr	361	0.05564253032207489	0.5723115	No	
row_17	CRTAM	Crtam	370	0.054846517741680145	0.5818691	No	
row_18	CD28	Cd28	414	0.049397729337215424	0.5706463	No	
row_19	NSD2	Nsd2	583	0.030834417790174484	0.4854364	No	
row_20	RSAD2	Rsad2	616	0.027689199894666672	0.47477058	No	
row_21	LTA	Lta	777	0.013549639843404293	0.38958403	No	
row_22	TYROBP	Tyrobp	787	0.012699143029749393	0.38783705	No	
row_23	IL18RAP	Il18rap	831	0.008386083878576756	0.36615336	No	
row_24	HLA-A	H2-D1	1040	-0.01009691134095192	0.25349334	No	
row_25	RASGRP1	Rasgrp1	1169	-0.02189367450773716	0.18816362	No	
row_26	ITGB2	Itgb2	1433	-0.04842843487858772	0.054809902	No	
row_27	IL18R1	Il18r1	1439	-0.049222949892282486	0.06459512	No	
row_28	GATA3	Gata3	1479	-0.05528503283858299	0.057090025	No	
row_29	DDX21	Ddx21	1611	-0.08068758249282837	0.005094833	No	
row_30	HLA-E	H2-T23	1676	-0.09557116031646729	-0.00598489	No	
row_31	TNF	Tnf	1690	-0.09996147453784943	0.012310072	No	
row_32	RIF1	Rif1	1703	-0.1070585772395134	0.032969307	No	
row_33	CD226	Cd226	1787	-0.16179446876049042	0.028254852	No	
